0.2,0.85,3,1500,0.5,0.6,10-4-7-2-1,
0.25,0.85,3,1500,0.5,0.6,10-4-7-2-1,
0.3,0.85,3,1500,0.5,0.6,10-4-7-2-1,
0.05,0.85,3,1500,0.5,0.6,10-8-3-6-1,
0.1,0.85,3,1500,0.5,0.6,10-8-3-6-1,
0.15,0.85,3,1500,0.5,0.6,10-8-3-6-1,
0.2,0.85,3,1500,0.5,0.6,10-8-3-6-1,
0.25,0.85,3,1500,0.5,0.6,10-8-3-6-1,
0.3,0.85,3,1500,0.5,0.6,10-8-3-6-1,
0.05,0.85,3,1500,0.5,0.6,10-2-8-2-1,
0.1,0.85,3,1500,0.5,0.6,10-2-8-2-1,
0.15,0.85,3,1500,0.5,0.6,10-2-8-2-1,
0.2,0.85,3,1500,0.5,0.6,10-2-8-2-1,
0.25,0.85,3,1500,0.5,0.6,10-2-8-2-1,
0.3,0.85,3,1500,0.5,0.6,10-2-8-2-1,
0.05,0.85,3,1500,0.5,0.6,10-4-2-2-1,
0.1,0.85,3,1500,0.5,0.6,10-4-2-2-1,
0.15,0.85,3,1500,0.5,0.6,10-4-2-2-1,
0.2,0.85,3,1500,0.5,0.6,10-4-2-2-1,
0.25,0.85,3,1500,0.5,0.6,10-4-2-2-1,
0.3,0.85,3,1500,0.5,0.6,10-4-2-2-1,
0.05,0.85,3,2000,0.5,0.6,10-1,
0.1,0.85,3,2000,0.5,0.6,10-1,
0.15,0.85,3,2000,0.5,0.6,10-1,
0.2,0.85,3,2000,0.5,0.6,10-1,
0.25,0.85,3,2000,0.5,0.6,10-1,
0.3,0.85,3,2000,0.5,0.6,10-1,
0.05,0.85,3,2000,0.5,0.6,10-1,
0.1,0.85,3,2000,0.5,0.6,10-1,
0.15,0.85,3,2000,0.5,0.6,10-1,
0.2,0.85,3,2000,0.5,0.6,10-1,
0.25,0.85,3,2000,0.5,0.6,10-1,
0.3,0.85,3,2000,0.5,0.6,10-1,
0.05,0.85,3,2000,0.5,0.6,10-1,
0.1,0.85,3,2000,0.5,0.6,10-1,
0.15,0.85,3,2000,0.5,0.6,10-1,
0.2,0.85,3,2000,0.5,0.6,10-1,
0.25,0.85,3,2000,0.5,0.6,10-1,
0.3,0.85,3,2000,0.5,0.6,10-1,
0.05,0.85,3,2000,0.5,0.6,10-1,
0.1,0.85,3,2000,0.5,0.6,10-1,
0.15,0.85,3,2000,0.5,0.6,10-1,
0.2,0.85,3,2000,0.5,0.6,10-1,
0.25,0.85,3,2000,0.5,0.6,10-1,
0.3,0.85,3,2000,0.5,0.6,10-1,
0.05,0.85,3,2000,0.5,0.6,10-1,
0.1,0.85,3,2000,0.5,0.6,10-1,
0.15,0.85,3,2000,0.5,0.6,10-1,
0.2,0.85,3,2000,0.5,0.6,10-1,
0.25,0.85,3,2000,0.5,0.6,10-1,
0.3,0.85,3,2000,0.5,0.6,10-1,
0.05,0.85,3,2000,0.5,0.6,10-6-1,
0.1,0.85,3,2000,0.5,0.6,10-6-1,
0.15,0.85,3,2000,0.5,0.6,10-6-1,
0.2,0.85,3,2000,0.5,0.6,10-6-1,
0.25,0.85,3,2000,0.5,0.6,10-6-1,
0.3,0.85,3,2000,0.5,0.6,10-6-1,
0.05,0.85,3,2000,0.5,0.6,10-8-1,
0.1,0.85,3,2000,0.5,0.6,10-8-1,
0.15,0.85,3,2000,0.5,0.6,10-8-1,
0.2,0.85,3,2000,0.5,0.6,10-8-1,
0.25,0.85,3,2000,0.5,0.6,10-8-1,
0.3,0.85,3,2000,0.5,0.6,10-8-1,
0.05,0.85,3,2000,0.5,0.6,10-8-1,
0.1,0.85,3,2000,0.5,0.6,10-8-1,
0.15,0.85,3,2000,0.5,0.6,10-8-1,
0.2,0.85,3,2000,0.5,0.6,10-8-1,
0.25,0.85,3,2000,0.5,0.6,10-8-1,
0.3,0.85,3,2000,0.5,0.6,10-8-1,
0.05,0.85,3,2000,0.5,0.6,10-7-1,
0.1,0.85,3,2000,0.5,0.6,10-7-1,
0.15,0.85,3,2000,0.5,0.6,10-7-1,
0.2,0.85,3,2000,0.5,0.6,10-7-1,
0.25,0.85,3,2000,0.5,0.6,10-7-1,
0.3,0.85,3,2000,0.5,0.6,10-7-1,
0.05,0.85,3,2000,0.5,0.6,10-5-1,
0.1,0.85,3,2000,0.5,0.6,10-5-1,
0.15,0.85,3,2000,0.5,0.6,10-5-1,
0.2,0.85,3,2000,0.5,0.6,10-5-1,
0.25,0.85,3,2000,0.5,0.6,10-5-1,
0.3,0.85,3,2000,0.5,0.6,10-5-1,
0.05,0.85,3,2000,0.5,0.6,10-8-3-1,
0.1,0.85,3,2000,0.5,0.6,10-8-3-1,
0.15,0.85,3,2000,0.5,0.6,10-8-3-1,
0.2,0.85,3,2000,0.5,0.6,10-8-3-1,
0.25,0.85,3,2000,0.5,0.6,10-8-3-1,
0.3,0.85,3,2000,0.5,0.6,10-8-3-1,
0.05,0.85,3,2000,0.5,0.6,10-4-7-1,
0.1,0.85,3,2000,0.5,0.6,10-4-7-1,
0.15,0.85,3,2000,0.5,0.6,10-4-7-1,
0.2,0.85,3,2000,0.5,0.6,10-4-7-1,
0.25,0.85,3,2000,0.5,0.6,10-4-7-1,
0.3,0.85,3,2000,0.5,0.6,10-4-7-1,
0.05,0.85,3,2000,0.5,0.6,10-6-4-1,
0.1,0.85,3,2000,0.5,0.6,10-6-4-1,
0.15,0.85,3,2000,0.5,0.6,10-6-4-1,
0.2,0.85,3,2000,0.5,0.6,10-6-4-1,
0.25,0.85,3,2000,0.5,0.6,10-6-4-1,
0.3,0.85,3,2000,0.5,0.6,10-6-4-1,
0.05,0.85,3,2000,0.5,0.6,10-4-2-1,
0.1,0.85,3,2000,0.5,0.6,10-4-2-1,
0.15,0.85,3,2000,0.5,0.6,10-4-2-1,
0.2,0.85,3,2000,0.5,0.6,10-4-2-1,
0.25,0.85,3,2000,0.5,0.6,10-4-2-1,
0.3,0.85,3,2000,0.5,0.6,10-4-2-1,
0.05,0.85,3,2000,0.5,0.6,10-3-2-1,
0.1,0.85,3,2000,0.5,0.6,10-3-2-1,
0.15,0.85,3,2000,0.5,0.6,10-3-2-1,
0.2,0.85,3,2000,0.5,0.6,10-3-2-1,
0.25,0.85,3,2000,0.5,0.6,10-3-2-1,
0.3,0.85,3,2000,0.5,0.6,10-3-2-1,
0.05,0.85,3,2000,0.5,0.6,10-5-3-8-1,
0.1,0.85,3,2000,0.5,0.6,10-5-3-8-1,
0.15,0.85,3,2000,0.5,0.6,10-5-3-8-1,
0.2,0.85,3,2000,0.5,0.6,10-5-3-8-1,
0.25,0.85,3,2000,0.5,0.6,10-5-3-8-1,
0.3,0.85,3,2000,0.5,0.6,10-5-3-8-1,
0.05,0.85,3,2000,0.5,0.6,10-8-3-2-1,
0.1,0.85,3,2000,0.5,0.6,10-8-3-2-1,
0.15,0.85,3,2000,0.5,0.6,10-8-3-2-1,
0.2,0.85,3,2000,0.5,0.6,10-8-3-2-1,
0.25,0.85,3,2000,0.5,0.6,10-8-3-2-1,
0.3,0.85,3,2000,0.5,0.6,10-8-3-2-1,
0.05,0.85,3,2000,0.5,0.6,10-3-3-2-1,
0.1,0.85,3,2000,0.5,0.6,10-3-3-2-1,
0.15,0.85,3,2000,0.5,0.6,10-3-3-2-1,
0.2,0.85,3,2000,0.5,0.6,10-3-3-2-1,
0.25,0.85,3,2000,0.5,0.6,10-3-3-2-1,
0.3,0.85,3,2000,0.5,0.6,10-3-3-2-1,
0.05,0.85,3,2000,0.5,0.6,10-3-2-8-1,
0.1,0.85,3,2000,0.5,0.6,10-3-2-8-1,
0.15,0.85,3,2000,0.5,0.6,10-3-2-8-1,
0.2,0.85,3,2000,0.5,0.6,10-3-2-8-1,
0.25,0.85,3,2000,0.5,0.6,10-3-2-8-1,
0.3,0.85,3,2000,0.5,0.6,10-3-2-8-1,
0.05,0.85,3,2000,0.5,0.6,10-4-7-6-1,
0.1,0.85,3,2000,0.5,0.6,10-4-7-6-1,
0.15,0.85,3,2000,0.5,0.6,10-4-7-6-1,
0.2,0.85,3,2000,0.5,0.6,10-4-7-6-1,
0.25,0.85,3,2000,0.5,0.6,10-4-7-6-1,
0.3,0.85,3,2000,0.5,0.6,10-4-7-6-1,
0.05,0.85,3,2500,0.5,0.6,10-1,
0.1,0.85,3,2500,0.5,0.6,10-1,
0.15,0.85,3,2500,0.5,0.6,10-1,
0.2,0.85,3,2500,0.5,0.6,10-1,
0.25,0.85,3,2500,0.5,0.6,10-1,
0.3,0.85,3,2500,0.5,0.6,10-1,
0.05,0.85,3,2500,0.5,0.6,10-1,
0.1,0.85,3,2500,0.5,0.6,10-1,
0.15,0.85,3,2500,0.5,0.6,10-1,
0.2,0.85,3,2500,0.5,0.6,10-1,
0.25,0.85,3,2500,0.5,0.6,10-1,
0.3,0.85,3,2500,0.5,0.6,10-1,
0.05,0.85,3,2500,0.5,0.6,10-1,
0.1,0.85,3,2500,0.5,0.6,10-1,
0.15,0.85,3,2500,0.5,0.6,10-1,
0.2,0.85,3,2500,0.5,0.6,10-1,
0.25,0.85,3,2500,0.5,0.6,10-1,
0.3,0.85,3,2500,0.5,0.6,10-1,
0.05,0.85,3,2500,0.5,0.6,10-1,
0.1,0.85,3,2500,0.5,0.6,10-1,
0.15,0.85,3,2500,0.5,0.6,10-1,
0.2,0.85,3,2500,0.5,0.6,10-1,
0.25,0.85,3,2500,0.5,0.6,10-1,
0.3,0.85,3,2500,0.5,0.6,10-1,
0.05,0.85,3,2500,0.5,0.6,10-1,
0.1,0.85,3,2500,0.5,0.6,10-1,
0.15,0.85,3,2500,0.5,0.6,10-1,
0.2,0.85,3,2500,0.5,0.6,10-1,
0.25,0.85,3,2500,0.5,0.6,10-1,
0.3,0.85,3,2500,0.5,0.6,10-1,
0.05,0.85,3,2500,0.5,0.6,10-6-1,
0.1,0.85,3,2500,0.5,0.6,10-6-1,
0.15,0.85,3,2500,0.5,0.6,10-6-1,
0.2,0.85,3,2500,0.5,0.6,10-6-1,
0.25,0.85,3,2500,0.5,0.6,10-6-1,
0.3,0.85,3,2500,0.5,0.6,10-6-1,
0.05,0.85,3,2500,0.5,0.6,10-3-1,
0.1,0.85,3,2500,0.5,0.6,10-3-1,
0.15,0.85,3,2500,0.5,0.6,10-3-1,
0.2,0.85,3,2500,0.5,0.6,10-3-1,
0.25,0.85,3,2500,0.5,0.6,10-3-1,
0.3,0.85,3,2500,0.5,0.6,10-3-1,
0.05,0.85,3,2500,0.5,0.6,10-5-1,
0.1,0.85,3,2500,0.5,0.6,10-5-1,
0.15,0.85,3,2500,0.5,0.6,10-5-1,
0.2,0.85,3,2500,0.5,0.6,10-5-1,
0.25,0.85,3,2500,0.5,0.6,10-5-1,
0.3,0.85,3,2500,0.5,0.6,10-5-1,
0.05,0.85,3,2500,0.5,0.6,10-8-1,
0.1,0.85,3,2500,0.5,0.6,10-8-1,
0.15,0.85,3,2500,0.5,0.6,10-8-1,
0.2,0.85,3,2500,0.5,0.6,10-8-1,
0.25,0.85,3,2500,0.5,0.6,10-8-1,
0.3,0.85,3,2500,0.5,0.6,10-8-1,
0.05,0.85,3,2500,0.5,0.6,10-8-1,
0.1,0.85,3,2500,0.5,0.6,10-8-1,
0.15,0.85,3,2500,0.5,0.6,10-8-1,
0.2,0.85,3,2500,0.5,0.6,10-8-1,
0.25,0.85,3,2500,0.5,0.6,10-8-1,
0.3,0.85,3,2500,0.5,0.6,10-8-1,
0.05,0.85,3,2500,0.5,0.6,10-5-7-1,
0.1,0.85,3,2500,0.5,0.6,10-5-7-1,
0.15,0.85,3,2500,0.5,0.6,10-5-7-1,
0.2,0.85,3,2500,0.5,0.6,10-5-7-1,
0.25,0.85,3,2500,0.5,0.6,10-5-7-1,
0.3,0.85,3,2500,0.5,0.6,10-5-7-1,
0.05,0.85,3,2500,0.5,0.6,10-5-3-1,
0.1,0.85,3,2500,0.5,0.6,10-5-3-1,
0.15,0.85,3,2500,0.5,0.6,10-5-3-1,
0.2,0.85,3,2500,0.5,0.6,10-5-3-1,
0.25,0.85,3,2500,0.5,0.6,10-5-3-1,
0.3,0.85,3,2500,0.5,0.6,10-5-3-1,
0.05,0.85,3,2500,0.5,0.6,10-3-8-1,
0.1,0.85,3,2500,0.5,0.6,10-3-8-1,
0.15,0.85,3,2500,0.5,0.6,10-3-8-1,
0.2,0.85,3,2500,0.5,0.6,10-3-8-1,
0.25,0.85,3,2500,0.5,0.6,10-3-8-1,
0.3,0.85,3,2500,0.5,0.6,10-3-8-1,
0.05,0.85,3,2500,0.5,0.6,10-7-8-1,
0.1,0.85,3,2500,0.5,0.6,10-7-8-1,
0.15,0.85,3,2500,0.5,0.6,10-7-8-1,
0.2,0.85,3,2500,0.5,0.6,10-7-8-1,
0.25,0.85,3,2500,0.5,0.6,10-7-8-1,
0.3,0.85,3,2500,0.5,0.6,10-7-8-1,
0.05,0.85,3,2500,0.5,0.6,10-5-2-1,
0.1,0.85,3,2500,0.5,0.6,10-5-2-1,
0.15,0.85,3,2500,0.5,0.6,10-5-2-1,
0.2,0.85,3,2500,0.5,0.6,10-5-2-1,
0.25,0.85,3,2500,0.5,0.6,10-5-2-1,
0.3,0.85,3,2500,0.5,0.6,10-5-2-1,
0.05,0.85,3,2500,0.5,0.6,10-8-7-8-1,
0.1,0.85,3,2500,0.5,0.6,10-8-7-8-1,
0.15,0.85,3,2500,0.5,0.6,10-8-7-8-1,
0.2,0.85,3,2500,0.5,0.6,10-8-7-8-1,
0.25,0.85,3,2500,0.5,0.6,10-8-7-8-1,
0.3,0.85,3,2500,0.5,0.6,10-8-7-8-1,
0.05,0.85,3,2500,0.5,0.6,10-2-5-7-1,
0.1,0.85,3,2500,0.5,0.6,10-2-5-7-1,
0.15,0.85,3,2500,0.5,0.6,10-2-5-7-1,
0.2,0.85,3,2500,0.5,0.6,10-2-5-7-1,
0.25,0.85,3,2500,0.5,0.6,10-2-5-7-1,
0.3,0.85,3,2500,0.5,0.6,10-2-5-7-1,
0.05,0.85,3,2500,0.5,0.6,10-4-7-7-1,
0.1,0.85,3,2500,0.5,0.6,10-4-7-7-1,
0.15,0.85,3,2500,0.5,0.6,10-4-7-7-1,
0.2,0.85,3,2500,0.5,0.6,10-4-7-7-1,
0.25,0.85,3,2500,0.5,0.6,10-4-7-7-1,
0.3,0.85,3,2500,0.5,0.6,10-4-7-7-1,
0.05,0.85,3,2500,0.5,0.6,10-4-2-7-1,
0.1,0.85,3,2500,0.5,0.6,10-4-2-7-1,
0.15,0.85,3,2500,0.5,0.6,10-4-2-7-1,
0.2,0.85,3,2500,0.5,0.6,10-4-2-7-1,
0.25,0.85,3,2500,0.5,0.6,10-4-2-7-1,
0.3,0.85,3,2500,0.5,0.6,10-4-2-7-1,
0.05,0.85,3,2500,0.5,0.6,10-2-6-2-1,
0.1,0.85,3,2500,0.5,0.6,10-2-6-2-1,
0.15,0.85,3,2500,0.5,0.6,10-2-6-2-1,
0.2,0.85,3,2500,0.5,0.6,10-2-6-2-1,
0.25,0.85,3,2500,0.5,0.6,10-2-6-2-1,
0.3,0.85,3,2500,0.5,0.6,10-2-6-2-1,
0.05,0.85,3,3000,0.5,0.6,10-1,
0.1,0.85,3,3000,0.5,0.6,10-1,
0.15,0.85,3,3000,0.5,0.6,10-1,
